id	metapop	alpha	alpha_imputed	pvalue	pvalue_imputed
ENSG00000072682	AFR	-2.5	-0.25	0.21997	1.0
ENSG00000072786	AFR	-0.29412	0.85714	0.77672	0.01277
ENSG00000072803	AFR	-4.0		0.46429	
ENSG00000073578	AFR	0.38095	0.875	0.54273	0.00735
ENSG00000074276	AFR	0.15152	0.58	0.7938	0.15696
ENSG00000078295	AFR	-1.80702	0.44444	0.19654	0.64848
ENSG00000078795	AFR	-1.13333	-0.6	0.64241	1.0
ENSG00000079215	AFR	-1.0		0.6517	
ENSG00000080709	AFR	0.65714		0.36985	
ENSG00000081059	AFR	-9.4		0.05617	
ENSG00000081791	AFR	-1.4		0.45373	
ENSG00000081818	AFR	-4.21978	-3.52381	0.00466	0.00966
ENSG00000081842	AFR	-1.37838	0.45	0.12101	0.34779
ENSG00000081853	AFR	-0.16863	0.43444	0.36058	0.00279
ENSG00000082074	AFR	-1.44444		0.22273	
ENSG00000082213	AFR	-5.5		0.07523	
ENSG00000082515	AFR	0.1		1.0	
ENSG00000082516	AFR	-2.30435	0.09524	0.02081	0.78324
ENSG00000083720	AFR	0.66667		0.36146	
ENSG00000086200	AFR	-4.35294		0.06367	
ENSG00000086570	AFR	-1.67857	-1.42857	0.00129	0.00494
ENSG00000086589	AFR	-0.16667		1.0	
ENSG00000087116	AFR	-0.4	0.36364	0.49966	0.44038
ENSG00000087206	AFR	-0.06944	0.48148	1.0	0.46214
ENSG00000091009	AFR	-3.2		0.13166	
ENSG00000092421	AFR	-0.875		0.50957	
ENSG00000094755	AFR	-12.33333	-1.0	0.03301	1.0
ENSG00000094880	AFR	-1.33333		0.63047	
ENSG00000095015	AFR	-3.8125	-0.75	0.07226	0.68591
ENSG00000112851	AFR	-7.26667	-3.0	0.01066	0.14498
ENSG00000112852	AFR	-1.79365	-1.28571	0.19157	0.32559
ENSG00000112874	AFR	-3.5	0.16667	0.18266	1.0
ENSG00000112877	AFR	0.22115	0.48077	0.7847	0.39306
ENSG00000112893	AFR	-3.53333		0.08281	
ENSG00000112902	AFR	-8.33333		0.00093	
ENSG00000112936	AFR	-1.625		0.18369	
ENSG00000112964	AFR	0.42857	0.42857	0.68961	0.68961
ENSG00000112977	AFR	-0.25		1.0	
ENSG00000112983	AFR	-0.36455		0.64065	
ENSG00000112984	AFR	0.0		1.0	
ENSG00000112992	AFR	-9.0		0.01164	
ENSG00000112996	AFR	-6.8		0.11675	
ENSG00000113013	AFR	0.75		0.52527	
ENSG00000113048	AFR	-1.5	0.0	1.0	1.0
ENSG00000113070	AFR	0.0		1.0	
ENSG00000113073	AFR	-1.72222	0.41667	0.18297	0.70977
ENSG00000113083	AFR	-4.33333		0.1748	
ENSG00000113088	AFR	0.2		1.0	
ENSG00000113108	AFR	0.42222	0.6	0.67651	0.40652
ENSG00000113119	AFR	0.1	0.6	1.0	0.60839
ENSG00000113141	AFR	0.375		1.0	
ENSG00000113161	AFR	0.57143		1.0	
ENSG00000113194	AFR	-3.0		0.56488	
ENSG00000113196	AFR	-3.0		0.56488	
ENSG00000113205	AFR	-6.875		0.00209	
ENSG00000113209	AFR	-2.06111	-0.58333	0.0333	0.44426
ENSG00000113211	AFR	-2.35238	-1.35714	0.01374	0.1029
ENSG00000113212	AFR	-1.4	-0.8	0.22648	0.53716
ENSG00000113231	AFR	-5.0		0.1872	
ENSG00000113248	AFR	-0.19318	0.24242	0.78894	0.77494
ENSG00000113249	AFR	-0.38889	0.375	0.72907	0.71684
ENSG00000113262	AFR	-1.38333		0.16992	
ENSG00000113263	AFR	-13.05556		0.00081	
ENSG00000113272	AFR	-3.0	-1.0	0.31469	1.0
ENSG00000113273	AFR	-1.54545		0.62139	
ENSG00000113282	AFR	-4.0		0.33304	
ENSG00000113296	AFR	-0.84615	-0.33333	0.39718	0.77036
ENSG00000113302	AFR	-0.875		1.0	
ENSG00000113303	AFR	0.40385	0.73077	0.70756	0.15271
ENSG00000113318	AFR	-4.36667	-3.66667	0.0336	0.06631
ENSG00000113319	AFR	-1.52083	0.08333	0.30492	1.0
ENSG00000113327	AFR	0.61538		0.3821	
ENSG00000113356	AFR	-0.02857	0.4	1.0	0.65944
ENSG00000113360	AFR	-3.8	-0.42857	0.24556	1.0
ENSG00000113361	AFR	0.66667		0.17569	
ENSG00000113368	AFR	0.0		1.0	
ENSG00000113389	AFR	0.18182		1.0	
ENSG00000113391	AFR	-3.0		0.52273	
ENSG00000113396	AFR	-3.375	-0.75	0.0721	0.68017
ENSG00000113407	AFR	-4.33333	0.33333	0.14452	1.0
ENSG00000113430	AFR	-4.90909	-0.25	0.17548	1.0
ENSG00000113441	AFR	-5.41667	-0.75	0.02206	0.68017
ENSG00000113448	AFR	-0.66667		0.68599	
ENSG00000113492	AFR	-0.26667	0.0	1.0	1.0
ENSG00000113494	AFR	-16.6		0.01117	
ENSG00000113504	AFR	-0.47059	0.58333	0.47783	0.14365
ENSG00000113520	AFR	0.25		1.0	
ENSG00000113522	AFR	-1.42857	0.14286	0.23752	1.0
ENSG00000113532	AFR	0.0		1.0	
ENSG00000113552	AFR	0.6		0.51648	
ENSG00000113555	AFR	-2.52941		0.03333	
ENSG00000113569	AFR	0.69925		0.15305	
ENSG00000113580	AFR	0.72222		0.33591	
ENSG00000113583	AFR	-2.5		0.32867	
ENSG00000113593	AFR	-0.5		1.0	
ENSG00000113594	AFR	-1.55556		0.25859	
ENSG00000113600	AFR	0.30435		0.72753	
ENSG00000113615	AFR	-1.33333		0.29195	
ENSG00000113621	AFR	-3.2		0.19681	
ENSG00000113643	AFR	-2.69231		0.33529	
ENSG00000113645	AFR	-1.66667	-0.83333	0.20904	0.5028
ENSG00000113657	AFR	-3.09091		0.35239	
ENSG00000113716	AFR	-2.97436		0.10759	
ENSG00000113719	AFR	0.48148		0.68817	
ENSG00000113721	AFR	-2.55556	-1.66667	0.05753	0.15869
ENSG00000113722	AFR	0.16667		1.0	
ENSG00000113739	AFR	-0.14286		1.0	
ENSG00000113758	AFR	0.13462		1.0	
ENSG00000113761	AFR	0.25		1.0	
ENSG00000113763	AFR	-1.87879		0.09939	
ENSG00000118322	AFR	-4.46875	0.58333	0.00089	0.2736
ENSG00000118985	AFR	0.11111	0.75	1.0	0.51648
ENSG00000120314	AFR	-1.66667		0.41032	
ENSG00000120318	AFR	-1.14286	0.57143	0.20267	0.20184
ENSG00000120322	AFR	-1.91176		0.13121	
ENSG00000120324	AFR	-2.57143	-0.28571	0.25007	1.0
ENSG00000120328	AFR	-0.54667	0.57333	0.36624	0.18138
ENSG00000120329	AFR	-2.0	0.0	0.50549	1.0
ENSG00000120709	AFR	-1.0		0.60268	
ENSG00000120725	AFR	-2.12	-1.4	0.23987	0.42586
ENSG00000120729	AFR	0.5	0.71429	0.64241	0.33484
ENSG00000120733	AFR	-0.92157		0.47966	
ENSG00000120738	AFR	-0.15385		1.0	
ENSG00000122008	AFR	0.61905		0.42441	
ENSG00000122012	AFR	-2.61111		0.16502	
ENSG00000122203	AFR	0.5		1.0	
ENSG00000123213	AFR	-0.875		0.49334	
ENSG00000123219	AFR	0.0		1.0	
ENSG00000123643	AFR	-1.75		0.37826	
ENSG00000124275	AFR	-0.23333	0.06667	0.78884	1.0
ENSG00000124279	AFR	0.38095		0.7026	
ENSG00000125347	AFR	0.33333		1.0	
ENSG00000127022	AFR	0.03297		1.0	
ENSG00000129595	AFR	-17.0		0.0003	
ENSG00000130449	AFR	0.44444		0.64663	
ENSG00000131183	AFR	-2.64	-0.4	0.13618	1.0
ENSG00000131446	AFR	-1.86364	-0.75	0.41183	1.0
ENSG00000131459	AFR	-1.16667	-0.33333	0.35105	0.74487
ENSG00000131495	AFR	0.52381	0.66667	1.0	0.58824
ENSG00000131504	AFR	0.25926	0.55556	0.7343	0.46218
ENSG00000131711	AFR	-1.58333		0.08823	
ENSG00000131844	AFR	-0.46667		0.69245	
ENSG00000132357	AFR	-0.87963		0.35463	
ENSG00000132563	AFR	0.0		1.0	
ENSG00000132837	AFR	-3.375	-1.5	0.0981	0.27237
ENSG00000132840	AFR	-5.0	-1.0	0.13132	1.0
ENSG00000132842	AFR	-1.30769	0.2	0.65618	1.0
ENSG00000132911	AFR	0.34	0.4	0.73885	0.51522
ENSG00000132915	AFR	-2.66667	-0.2	0.10128	1.0
ENSG00000133302	AFR	0.81197		0.13729	
ENSG00000133401	AFR	-0.36364	0.55556	0.30521	0.0195
ENSG00000133706	AFR	-1.70833	0.25	0.21839	0.68893
ENSG00000133710	AFR	0.50781	0.64205	0.21104	0.07039
ENSG00000133835	AFR	-0.25	0.125	1.0	1.0
ENSG00000134057	AFR	0.14286		1.0	
ENSG00000134058	AFR	-4.25		0.26573	
ENSG00000134061	AFR	-1.26667	-0.33333	0.32163	0.73845
ENSG00000134352	AFR	-1.75		0.41971	
ENSG00000134480	AFR	-9.0		0.11888	
ENSG00000134516	AFR	-1.19375	0.25	0.24537	0.72673
ENSG00000134987	AFR	-0.8	-0.2	0.52231	1.0
ENSG00000135074	AFR	-1.5	-1.1875	0.26773	0.29158
ENSG00000135077	AFR	-1.70833		0.40576	
ENSG00000135083	AFR	-1.1	0.0	0.34343	1.0
ENSG00000138829	AFR	-2.28804	-0.375	0.01175	0.63883
ENSG00000142319	AFR	0.67857		0.45209	
ENSG00000145491	AFR	-0.25		1.0	
ENSG00000145494	AFR	-1.66667		1.0	
ENSG00000145506	AFR	-1.31818	0.625	0.15683	0.18453
ENSG00000145526	AFR	-0.375		0.72202	
ENSG00000145536	AFR	-4.5873		0.01487	
ENSG00000145545	AFR	0.33333	0.79167	1.0	0.31561
ENSG00000145555	AFR	-8.59559	-3.14286	1e-05	0.02309
ENSG00000145569	AFR	-4.33333		0.30341	
ENSG00000145623	AFR	-1.29167		0.1684	
ENSG00000145626	AFR	-0.6	0.3	0.57648	0.75023
ENSG00000145632	AFR	-0.66667		1.0	
ENSG00000145675	AFR	-3.0	-1.0	0.33781	1.0
ENSG00000145681	AFR	0.35714	0.5	1.0	1.0
ENSG00000145692	AFR	-0.71429		0.66685	
ENSG00000145700	AFR	-0.33714	-0.17	0.64186	0.81678
ENSG00000145703	AFR	-3.0		0.03594	
ENSG00000145715	AFR	-3.2		0.13166	
ENSG00000145721	AFR	-1.66667		0.61451	
ENSG00000145725	AFR	0.25333	0.73333	1.0	0.20468
ENSG00000145730	AFR	-2.0		0.21821	
ENSG00000145734	AFR	-0.19473		0.70566	
ENSG00000145740	AFR	-3.5		0.12837	
ENSG00000145743	AFR	0.5		1.0	
ENSG00000145757	AFR	-5.0		0.08501	
ENSG00000145779	AFR	-13.0		0.04977	
ENSG00000145781	AFR	-0.5	0.75	1.0	1.0
ENSG00000145794	AFR	-0.67143	-0.3	0.56356	0.76832
ENSG00000145808	AFR	-0.35		0.74677	
ENSG00000145819	AFR	0.51786	0.625	0.44755	0.41387
ENSG00000145826	AFR	-1.17284	0.28889	0.22849	0.73186
ENSG00000145832	AFR	-0.5		0.73765	
ENSG00000145839	AFR	-0.5		1.0	
ENSG00000145850	AFR	0.0		1.0	
ENSG00000145860	AFR	-1.4		1.0	
ENSG00000145861	AFR	-3.16667		0.31469	
ENSG00000145863	AFR	-1.25		0.45656	
ENSG00000145868	AFR	-1.5		0.41169	
ENSG00000145882	AFR	-1.0		0.59752	
ENSG00000145901	AFR	-2.75		0.2985	
ENSG00000145907	AFR	0.6		0.57576	
ENSG00000145908	AFR	0.33333		1.0	
ENSG00000145911	AFR	-3.88889		0.11935	
ENSG00000145916	AFR	-3.125	-1.0	0.31677	1.0
ENSG00000145934	AFR	-11.25		0.0001	
ENSG00000146005	AFR	-2.23077		0.32469	
ENSG00000146013	AFR	-1.5		0.63719	
ENSG00000146021	AFR	0.22222		1.0	
ENSG00000146054	AFR	-0.4		1.0	
ENSG00000146063	AFR	-2.4375	-1.5	0.37826	0.40503
ENSG00000146066	AFR	0.0		1.0	
ENSG00000146067	AFR	-4.92593	-1.66667	0.03048	0.27317
ENSG00000146083	AFR	-0.625		0.66184	
ENSG00000146090	AFR	-1.25		1.0	
ENSG00000146094	AFR	0.23469		1.0	
ENSG00000150753	AFR	0.07143	0.5	1.0	0.64241
ENSG00000150756	AFR	-1.7	0.0	0.60361	1.0
ENSG00000151304	AFR	-0.48438	-0.25	0.72151	1.0
ENSG00000151388	AFR	-0.78261	0.4	0.19563	0.32715
ENSG00000151422	AFR	-3.5	-1.0	0.22496	1.0
ENSG00000151876	AFR	-4.25		0.09953	
ENSG00000151881	AFR	0.0		1.0	
ENSG00000151882	AFR	0.0		1.0	
ENSG00000151883	AFR	0.59273	0.68	0.15913	0.0815
ENSG00000152348	AFR	-0.86667		0.60804	
ENSG00000152359	AFR	-0.11111		1.0	
ENSG00000152377	AFR	0.88571		0.12622	
ENSG00000152380	AFR	-0.125		1.0	
ENSG00000152409	AFR	-0.59091	-0.11111	0.71902	1.0
ENSG00000152422	AFR	-1.66667		1.0	
ENSG00000152495	AFR	-2.5		0.60268	
ENSG00000152503	AFR	-1.16667	0.0	0.32454	1.0
ENSG00000152582	AFR	0.28854	0.59091	0.51941	0.05331
ENSG00000152611	AFR	-3.0		0.57647	
ENSG00000152620	AFR	-2.0		0.50549	
ENSG00000152669	AFR	-0.66667		1.0	
ENSG00000152670	AFR	-3.5	-1.5	0.34486	0.62268
ENSG00000152684	AFR	-1.0		1.0	
ENSG00000152700	AFR	-1.0		1.0	
ENSG00000152705	AFR	-0.7	0.875	1.0	0.22619
ENSG00000152939	AFR	-13.0		0.01574	
ENSG00000152942	AFR	-0.78571		0.47128	
ENSG00000153015	AFR	-0.33333	0.0	1.0	1.0
ENSG00000153044	AFR	0.25		1.0	
ENSG00000153071	AFR	-0.11111		1.0	
ENSG00000153113	AFR	0.60526	0.78571	0.1606	0.01863
ENSG00000153347	AFR	0.2381		1.0	
ENSG00000153395	AFR	0.19792		1.0	
ENSG00000153404	AFR	-0.55556	0.22222	0.37747	0.64913
ENSG00000153914	AFR	-1.1		0.61991	
ENSG00000153922	AFR	-0.83333		0.3694	
ENSG00000154122	AFR	0.28571		1.0	
ENSG00000154153	AFR	-1.0	0.0	1.0	1.0
ENSG00000155324	AFR	-8.6		0.11586	
ENSG00000155329	AFR	-4.0		0.5	
ENSG00000155506	AFR	-1.05714		0.46214	
ENSG00000155511	AFR	-0.75		0.68141	
ENSG00000155846	AFR	-0.28571	0.31429	0.76169	0.54403
ENSG00000155850	AFR	0.0		1.0	
ENSG00000156453	AFR	-1.55556	0.0	0.20213	1.0
ENSG00000156463	AFR	-4.9375	-1.5	0.01921	0.28385
ENSG00000156475	AFR	-13.0		0.02719	
ENSG00000157107	AFR	-0.625	0.0	0.68283	1.0
ENSG00000157111	AFR	-3.8		0.29035	
ENSG00000157510	AFR	-0.5		0.64672	
ENSG00000158402	AFR	0.35714		1.0	
ENSG00000158458	AFR	-0.5		1.0	
ENSG00000160867	AFR	-2.66667	0.21429	0.06814	0.71783
ENSG00000160883	AFR	-1.84211	0.5	0.09615	0.28887
ENSG00000161010	AFR	-0.1716		0.77362	
ENSG00000161011	AFR	-6.125	-0.71429	0.09612	1.0
ENSG00000161013	AFR	-1.41071	-0.28571	0.20937	1.0
ENSG00000161021	AFR	0.08235		1.0	
ENSG00000161055	AFR	0.6		1.0	
ENSG00000164151	AFR	-0.33554	-0.27885	0.4519	0.5698
ENSG00000164171	AFR	-2.77778	0.58333	0.0998	0.2994
ENSG00000164172	AFR	-2.0		0.57576	
ENSG00000164175	AFR	-1.5		0.41053	
ENSG00000164176	AFR	-6.5		0.1451	
ENSG00000164180	AFR	-2.33333	-1.0	0.59207	1.0
ENSG00000164181	AFR	0.5		1.0	
ENSG00000164182	AFR	-1.5	0.5	1.0	1.0
ENSG00000164187	AFR	0.25		1.0	
ENSG00000164188	AFR	0.63333		0.62139	
ENSG00000164190	AFR	-1.24	-0.33333	0.3257	1.0
ENSG00000164197	AFR	-2.66667		0.13942	
ENSG00000164199	AFR	0.08439		0.79493	
ENSG00000164211	AFR	0.16667		1.0	
ENSG00000164219	AFR	-2.0		1.0	
ENSG00000164220	AFR	-15.5		0.05252	
ENSG00000164221	AFR	-0.75	0.0	0.64367	1.0
ENSG00000164236	AFR	-0.14286	0.33333	1.0	1.0
ENSG00000164241	AFR	-0.2		1.0	
ENSG00000164244	AFR	-0.14286		1.0	
ENSG00000164251	AFR	0.6875		0.58042	
ENSG00000164252	AFR	0.33333	0.83333	0.70981	0.08356
ENSG00000164253	AFR	-4.0	-2.0	0.13126	0.34283
ENSG00000164256	AFR	-0.16268	0.68421	0.79304	0.07162
ENSG00000164258	AFR	0.16667		1.0	
ENSG00000164266	AFR	0.0		1.0	
ENSG00000164270	AFR	-0.54545	-0.5	0.69403	0.70027
ENSG00000164284	AFR	-1.0		1.0	
ENSG00000164287	AFR	-1.53333		0.27731	
ENSG00000164291	AFR	0.22222		1.0	
ENSG00000164292	AFR	0.85897	0.94444	0.09401	0.00884
ENSG00000164294	AFR	-1.0		1.0	
ENSG00000164296	AFR	-0.375		1.0	
ENSG00000164300	AFR	-1.37037		0.43488	
ENSG00000164307	AFR	-4.55556		0.0394	
ENSG00000164308	AFR	-0.48235	0.8	0.73411	0.06803
ENSG00000164309	AFR	-0.46512		0.25358	
ENSG00000164318	AFR	-1.5	-0.875	0.15649	0.39263
ENSG00000164325	AFR	-0.66667		0.67277	
ENSG00000164326	AFR	0.0		1.0	
ENSG00000164327	AFR	-2.64286	0.19048	0.045	1.0
ENSG00000164329	AFR	-1.0		1.0	
ENSG00000164334	AFR	-2.66667	0.0	0.30271	1.0
ENSG00000164338	AFR	0.07692	0.33333	1.0	0.66184
ENSG00000164347	AFR	-5.5625	-0.875	0.03428	0.65628
ENSG00000164362	AFR	0.60606		0.10492	
ENSG00000164363	AFR	-0.68889		0.44166	
ENSG00000164366	AFR	-2.0		0.55944	
ENSG00000164398	AFR	-1.82051		0.28818	
ENSG00000164399	AFR	0.16667		1.0	
ENSG00000164400	AFR	0.8		0.5	
ENSG00000164402	AFR	-0.07692	0.0	1.0	1.0
ENSG00000164403	AFR	0.46667		0.49053	
ENSG00000164404	AFR	-3.0		0.19838	
ENSG00000164463	AFR	0.8		0.46429	
ENSG00000164466	AFR	-2.0		0.55882	
ENSG00000164509	AFR	0.33333	0.46667	0.58887	0.28609
ENSG00000164512	AFR	0.64	0.93333	0.61262	0.08009
ENSG00000164574	AFR	-1.12121		0.43843	
ENSG00000164588	AFR	-0.90476		0.65913	
ENSG00000164591	AFR	0.06667	0.33333	1.0	0.73482
ENSG00000164609	AFR	-1.25		0.60839	
ENSG00000164611	AFR	0.33333		1.0	
ENSG00000164615	AFR	-2.6		0.56923	
ENSG00000164904	AFR	-0.57143		0.71062	
ENSG00000165671	AFR	0.22424		0.79361	
ENSG00000165810	AFR	0.46154	0.8125	0.39402	0.01087
ENSG00000168269	AFR	0.78571		0.1789	
ENSG00000168671	AFR	-5.66667		0.21429	
ENSG00000168685	AFR	0.29167	0.33333	1.0	1.0
ENSG00000168724	AFR	-0.19048		1.0	
ENSG00000168903	AFR	-0.2		0.78947	
ENSG00000168916	AFR	-0.13684		1.0	
ENSG00000168938	AFR	-2.33333		0.54545	
ENSG00000168944	AFR	-3.8	-1.66667	0.03828	0.28899
ENSG00000169067	AFR	-10.14286	-2.0	0.03285	0.60294
ENSG00000169131	AFR	-0.18182		1.0	
ENSG00000169194	AFR	-0.75	0.5	1.0	1.0
ENSG00000169220	AFR	-5.5		0.08696	
ENSG00000169223	AFR	-0.875		1.0	
ENSG00000169230	AFR	0.25		1.0	
ENSG00000169247	AFR	-1.3125		0.18107	
ENSG00000169252	AFR	0.66667	0.75	0.55882	0.51786
ENSG00000169258	AFR	0.17901		0.77354	
ENSG00000169302	AFR	-0.55556		1.0	
ENSG00000169567	AFR	0.0		1.0	
ENSG00000169570	AFR	-7.0		0.2028	
ENSG00000169777	AFR	0.58333		0.62436	
ENSG00000169862	AFR	-1.0		0.49175	
ENSG00000170085	AFR	-0.5		0.73707	
ENSG00000170214	AFR	0.0		1.0	
ENSG00000170231	AFR	-2.66667	-2.0	0.53268	0.5467
ENSG00000170234	AFR	-2.88889		0.20398	
ENSG00000170271	AFR	-4.0		0.36842	
ENSG00000170445	AFR	-3.0		0.57647	
ENSG00000170458	AFR	-1.66667		0.37652	
ENSG00000170464	AFR	0.0		1.0	
ENSG00000170469	AFR	0.41667		1.0	
ENSG00000170482	AFR	-0.57143	-0.28571	0.71062	1.0
ENSG00000170571	AFR	-0.1		1.0	
ENSG00000170606	AFR	-0.42857		1.0	
ENSG00000170613	AFR	-0.48235	0.47059	0.74599	0.46195
ENSG00000170624	AFR	0.25		1.0	
ENSG00000171368	AFR	-1.21053	-0.45455	0.66515	1.0
ENSG00000171444	AFR	-5.85484	-0.0625	0.01137	1.0
ENSG00000171495	AFR	-0.40196	0.38889	0.62692	0.44655
ENSG00000171522	AFR	-3.8		0.29412	
ENSG00000171530	AFR	-1.0		1.0	
ENSG00000171604	AFR	-4.0		0.3007	
ENSG00000171815	AFR	-1.66667		0.1871	
ENSG00000171992	AFR	-1.66667	-1.0	0.19302	0.49453
ENSG00000172239	AFR	-10.66667		0.11888	
ENSG00000172244	AFR	-1.0		0.4727	
ENSG00000172262	AFR	-1.0		0.64241	
ENSG00000172497	AFR	-2.85		0.13025	
ENSG00000172548	AFR	-3.25		0.08549	
ENSG00000172568	AFR	-0.5	-0.5	1.0	1.0
ENSG00000172795	AFR	0.38889	0.66667	1.0	0.55882
ENSG00000172869	AFR	-1.18182	0.2	0.12264	0.63659
ENSG00000172901	AFR	-0.76	0.36	0.52794	0.71973
ENSG00000173210	AFR	-2.5	-2.0	0.23268	0.41228
ENSG00000173221	AFR	-4.4	-2.0	0.19039	0.61582
ENSG00000173250	AFR	-6.0		0.10048	
ENSG00000173261	AFR	0.375		1.0	
ENSG00000173545	AFR	0.31429		1.0	
ENSG00000173926	AFR	0.0		1.0	
ENSG00000173930	AFR	-1.95455		0.18116	
ENSG00000174132	AFR	-3.0	0.0	1.0	1.0
ENSG00000174136	AFR	-5.0		0.13785	
ENSG00000174339	AFR	-0.0625		1.0	
ENSG00000174358	AFR	0.34389	0.41176	0.56823	0.55981
ENSG00000174705	AFR	0.23718	0.34615	0.6558	0.37295
ENSG00000175309	AFR	-0.6		0.53034	
ENSG00000175325	AFR	-0.94444	-0.66667	0.65944	0.66992
ENSG00000175414	AFR	-1.8	0.06667	0.17528	1.0
ENSG00000175416	AFR	0.33333		1.0	
ENSG00000175471	AFR	0.16667	0.66667	1.0	0.23412
ENSG00000175766	AFR	-1.33333	-1.0	0.63047	0.63719
ENSG00000175857	AFR	-0.66667	0.0	1.0	1.0
ENSG00000176783	AFR	-3.28571		0.36055	
ENSG00000176788	AFR	-2.0		1.0	
ENSG00000176928	AFR	0.25		1.0	
ENSG00000177058	AFR	0.0	0.5	1.0	0.63819
ENSG00000177453	AFR	-1.66667		0.62848	
ENSG00000177721	AFR	0.4		1.0	
ENSG00000177879	AFR	0.33333		1.0	
ENSG00000177932	AFR	-2.66667		0.2038	
ENSG00000178175	AFR	-4.66667	-4.0	0.04224	0.08095
ENSG00000178187	AFR	0.0		1.0	
ENSG00000178338	AFR	-1.16667	0.5	0.62802	0.60003
ENSG00000178394	AFR	0.6		0.57576	
ENSG00000178996	AFR	-0.57143	0.08333	0.70412	1.0
ENSG00000180104	AFR	0.34066	0.78571	0.73013	0.0641
ENSG00000181104	AFR	-1.22222		0.65002	
ENSG00000181751	AFR	-3.5		0.52381	
ENSG00000181867	AFR	0.66667		0.57143	
ENSG00000181965	AFR	-2.5		0.53007	
ENSG00000182230	AFR	0.5		1.0	
ENSG00000182578	AFR	-1.1	0.3	0.32578	0.71611
ENSG00000182613	AFR	-4.33333	0.0	0.12456	1.0
ENSG00000182631	AFR	0.5		0.45274	
ENSG00000183072	AFR	-2.33333		0.58791	
ENSG00000183111	AFR	-4.14286	-3.28571	0.01499	0.03432
ENSG00000183258	AFR	-1.5		0.40996	
ENSG00000183323	AFR	-2.5		0.44737	
ENSG00000183654	AFR	-2.0		1.0	
ENSG00000183876	AFR	-1.04286		0.34989	
ENSG00000184347	AFR	-0.34615	0.125	0.62545	0.7951
ENSG00000184584	AFR	-6.8	-3.5	0.11675	0.56923
ENSG00000184840	AFR	0.33333		1.0	
ENSG00000185028	AFR	-5.66667		0.01021	
ENSG00000185056	AFR	0.0		1.0	
ENSG00000185261	AFR	0.3311	0.34783	0.60594	0.4431
ENSG00000185372	AFR	-0.48148		1.0	
ENSG00000185662	AFR	-2.0		0.57576	
ENSG00000186105	AFR	-2.3		0.32537	
ENSG00000186334	AFR	-0.11429	0.35714	1.0	0.71314
ENSG00000186335	AFR	0.03571	0.85	1.0	0.045
ENSG00000186468	AFR	-0.33333		1.0	
ENSG00000186493	AFR	0.4375		1.0	
ENSG00000186952	AFR	-1.22222	-0.5	0.26319	0.71015
ENSG00000187372	AFR	-1.1	-0.45833	0.19781	0.59286
ENSG00000187678	AFR	-0.37143		1.0	
ENSG00000188818	AFR	-1.05357		0.29059	
ENSG00000189045	AFR	0.46875		1.0	
ENSG00000189127	AFR	-2.0		0.5467	
ENSG00000196670	AFR	-3.44444		0.19475	
ENSG00000196743	AFR	-0.125		1.0	
ENSG00000196800	AFR	-5.0		0.48571	
ENSG00000196923	AFR	-0.62857		0.6664	
ENSG00000197043	AFR	-1.0	-1.0	0.44725	0.44725
ENSG00000197208	AFR	0.73333	0.83333	0.21638	0.08938
ENSG00000197226	AFR	0.04	0.7	1.0	0.07013
ENSG00000197375	AFR	-0.66667	-0.5	0.68383	0.69763
ENSG00000197479	AFR	-0.14545		0.85119	
ENSG00000197603	AFR	-0.20798	0.17279	0.72166	0.71146
ENSG00000197860	AFR	-0.6		1.0	
ENSG00000197948	AFR	-1.32727		0.41866	
ENSG00000198055	AFR	0.35294		0.5509	
ENSG00000198108	AFR	-4.44444		0.11339	
ENSG00000198624	AFR	-5.0		0.2668	
ENSG00000198677	AFR	-0.19264		0.82895	
ENSG00000198780	AFR	-10.0	-4.0	0.05573	0.30694
ENSG00000198939	AFR	-5.0		0.08952	
ENSG00000198944	AFR	0.14286	0.4	1.0	0.67492
ENSG00000198961	AFR	-0.48571	0.14286	0.69415	1.0
ENSG00000204628	AFR	0.28571	0.28571	0.72197	0.72197
ENSG00000204661	AFR	0.2875		1.0	
ENSG00000204764	AFR	-1.5		0.26281	
ENSG00000204767	AFR	-5.4		0.0903	
ENSG00000204909	AFR	-5.0		0.52381	
ENSG00000204956	AFR	-0.13208	0.42308	0.71868	0.14289
ENSG00000204961	AFR	0.24324	0.825	0.7979	0.00356
ENSG00000204962	AFR	-0.17936	0.72727	0.80846	0.02428
ENSG00000204963	AFR	-1.81081	0.35	0.07429	0.5379
ENSG00000204965	AFR	-0.00901	0.76667	1.0	0.02652
ENSG00000204967	AFR	-3.32432	-0.0	0.00344	1.0
ENSG00000204969	AFR	-0.45946	0.6625	0.59535	0.07157
ENSG00000204970	AFR	0.03333	0.72	1.0	0.02287
ENSG00000205089	AFR	-10.66667		0.05385	
ENSG00000205279	AFR	-3.0		0.54545	
ENSG00000205302	AFR	0.75		0.52273	
ENSG00000205359	AFR	-0.54762		0.72781	
ENSG00000205464	AFR	-3.5		0.29293	
ENSG00000205765	AFR	-5.0		0.26573	
ENSG00000211445	AFR	0.3	0.5	1.0	1.0
ENSG00000212122	AFR	0.35185	0.72222	0.70357	0.21376
ENSG00000212643	AFR	-1.3		0.38049	
ENSG00000213347	AFR	-2.4		0.19539	
ENSG00000213523	AFR	-4.66667		0.05384	
ENSG00000213949	AFR	0.14286	0.4	1.0	0.69515
ENSG00000214944	AFR	-0.625	-0.6	0.30017	0.30267
